date,index_name,close,source
2022-03-17,Electronics,816.39,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220317&type=IND
2022-03-17,Financials,1791.28,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220317&type=IND
2022-03-17,Shipping,279.79,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220317&type=IND
2022-03-17,TAIEX,17448.22,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-18,Construction,370.61,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220318&type=IND
2022-03-18,Electronics,816.62,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220318&type=IND
2022-03-18,Financials,1808.05,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220318&type=IND
2022-03-18,Shipping,273.31,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220318&type=IND
2022-03-18,TAIEX,17456.52,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-21,Construction,371.82,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220321&type=IND
2022-03-21,Electronics,821.2,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220321&type=IND
2022-03-21,Financials,1809.8,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220321&type=IND
2022-03-21,Shipping,275.33,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220321&type=IND
2022-03-21,TAIEX,17560.36,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-22,Construction,375.49,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220322&type=IND
2022-03-22,Electronics,819.94,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220322&type=IND
2022-03-22,Financials,1817.43,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220322&type=IND
2022-03-22,Shipping,271.63,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220322&type=IND
2022-03-22,TAIEX,17559.71,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-23,Construction,379.05,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220323&type=IND
2022-03-23,Electronics,828.26,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220323&type=IND
2022-03-23,Financials,1853.02,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220323&type=IND
2022-03-23,Shipping,273.47,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220323&type=IND
2022-03-23,TAIEX,17731.37,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-24,Construction,377.43,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220324&type=IND
2022-03-24,Electronics,827.98,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220324&type=IND
2022-03-24,Financials,1848.6,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220324&type=IND
2022-03-24,Shipping,268.41,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220324&type=IND
2022-03-24,TAIEX,17699.06,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-25,Construction,378.47,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220325&type=IND
2022-03-25,Electronics,830.95,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220325&type=IND
2022-03-25,Financials,1835.54,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220325&type=IND
2022-03-25,Shipping,257.6,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220325&type=IND
2022-03-25,TAIEX,17676.95,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-28,Construction,375.51,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220328&type=IND
2022-03-28,Electronics,819.56,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220328&type=IND
2022-03-28,Financials,1841.61,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220328&type=IND
2022-03-28,Shipping,260.02,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220328&type=IND
2022-03-28,TAIEX,17520.01,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-29,Construction,375.85,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220329&type=IND
2022-03-29,Electronics,820.73,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220329&type=IND
2022-03-29,Financials,1839.58,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220329&type=IND
2022-03-29,Shipping,261.79,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220329&type=IND
2022-03-29,TAIEX,17548.66,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
2022-03-30,Construction,379.25,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220330&type=IND
2022-03-30,Electronics,830.97,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220330&type=IND
2022-03-30,Financials,1860.35,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220330&type=IND
2022-03-30,Shipping,263.74,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220330&type=IND
2022-03-30,TAIEX,17740.56,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220301
